R,G,B,y
221,20,13,1
233,11,10,1
84,5,70,0
1,1,1,0
248,250,249,0
220,23,15,1
233,11,10,1
108,5,61,0
0,0,0,0
248,250,249,0
220,26,17,1
233,11,10,1
130,1,57,0
0,0,0,0
248,250,249,0
222,28,19,1
233,9,9,1
169,15,77,0
0,0,0,0
248,250,249,0
233,9,9,1
190,15,84,0
0,0,0,0
248,250,249,0
228,25,19,1
233,7,8,1
198,12,85,0
1,1,1,0
248,250,249,0
231,23,19,1
234,8,9,1
204,8,84,0
1,1,1,0
248,250,249,0
234,22,18,1
235,9,10,1
213,6,86,0
1,1,1,0
248,250,249,0
234,22,18,1
235,9,10,1
216,5,86,0
1,1,1,0
248,250,249,0
234,8,9,1
215,4,85,0
1,1,1,0
248,250,249,0
234,21,17,1
233,7,8,1
214,5,86,0
1,1,1,0
248,250,249,0
233,20,14,1
232,6,7,1
213,6,86,0
1,1,1,0
248,250,249,0
231,18,12,1
233,7,8,1
212,7,86,0
1,1,1,0
248,250,249,0
232,17,12,1
234,8,9,1
213,6,86,0
2,2,2,0
247,249,248,0
234,8,9,1
213,6,86,0
2,2,2,0
247,249,248,0
231,14,9,1
235,7,8,1
215,7,85,0
3,3,3,0
248,248,248,0
230,13,8,1
235,7,8,1
217,6,85,0
3,3,3,0
248,248,248,0
230,11,7,1
235,6,9,1
217,6,85,0
3,3,3,0
247,247,247,0
229,10,6,1
234,5,8,1
217,6,85,0
4,4,4,0
247,247,247,0
234,5,8,1
218,5,87,0
5,5,5,0
247,247,247,0
231,9,6,1
234,5,8,1
217,6,87,0
7,7,7,0
247,247,247,0
231,9,6,1
234,5,8,1
215,6,87,0
8,8,8,0
248,246,247,0
232,10,7,1
235,6,9,1
212,7,86,0
10,10,10,0
248,246,247,0
233,9,7,1
235,9,10,1
209,8,86,0
12,12,12,0
248,246,247,0
236,10,11,1
204,9,85,0
13,13,13,0
248,246,247,0
235,10,8,1
236,12,12,1
199,11,85,0
20,20,20,0
246,246,246,0
236,11,9,1
236,14,13,1
193,13,84,0
31,31,31,0
245,245,245,0
235,11,9,1
237,14,15,1
186,17,84,0
51,51,51,0
246,246,246,0
235,11,9,1
236,16,18,1
175,16,80,0
74,74,74,0
233,233,233,0
237,18,22,1
159,15,74,0
72,72,72,0
198,198,198,0
231,12,8,1
231,18,22,1
144,15,69,0
56,56,56,0
169,169,169,0
233,16,11,1
230,25,32,1
130,16,65,0
33,33,33,0
136,136,136,0
234,19,14,1
233,39,48,1
118,17,61,0
23,23,23,0
147,147,147,0
236,23,17,1
211,35,48,1
108,16,57,0
19,19,19,0
184,184,184,0
211,50,66,1
97,15,53,0
15,15,15,0
216,216,216,0
235,26,19,1
214,66,88,1
84,14,50,0
14,14,14,0
238,238,238,0
235,28,20,1
201,69,93,1
70,15,46,0
14,14,14,0
244,244,244,0
236,29,21,1
185,65,93,1
56,18,43,0
11,11,11,0
247,247,247,0
235,31,22,1
166,56,83,1
41,22,41,0
9,9,9,0
246,246,246,0
213,12,2,1
43,17,64,0
0,0,0,0
251,251,251,0
234,30,21,1
216,12,3,1
41,14,67,0
0,0,0,0
251,251,251,0
231,27,18,1
221,12,5,1
43,15,74,0
0,0,0,0
250,250,250,0
231,24,16,1
224,13,6,1
49,18,86,0
0,0,0,0
250,250,250,0
232,23,16,1
226,11,8,1
55,20,100,0
1,1,1,0
249,251,250,0
228,10,8,1
55,21,107,0
1,1,1,0
249,251,250,0
228,19,14,1
229,10,8,1
55,20,110,0
1,1,1,0
248,250,249,0
222,17,12,1
231,9,8,1
53,17,105,0
1,1,1,0
248,250,249,0
216,19,11,1
233,11,10,1
56,12,97,0
1,1,1,0
248,250,249,0
208,20,11,1
233,11,10,1
66,7,87,0
1,1,1,0
248,250,249,0
233,11,10,1
88,6,80,0
1,1,1,0
248,250,249,0
199,21,9,1
233,11,10,1
111,9,75,0
1,1,1,0
248,250,249,0
203,20,12,1
234,12,11,1
138,12,75,0
0,0,0,0
248,250,249,0
209,20,14,1
234,12,11,1
161,11,74,0
0,0,0,0
248,250,249,0
217,19,16,1
234,10,10,1
188,12,84,0
0,0,0,0
248,250,249,0
234,10,10,1
203,12,89,0
0,0,0,0
248,250,249,0
227,14,10,1
234,8,9,1
207,9,88,0
1,1,1,0
248,250,249,0
227,12,7,1
234,8,9,1
209,3,85,0
1,1,1,0
248,250,249,0
229,12,7,1
235,9,10,1
214,5,88,0
1,1,1,0
248,250,249,0
228,11,6,1
235,9,10,1
217,5,89,0
1,1,1,0
248,250,249,0
234,8,9,1
212,3,86,0
1,1,1,0
248,250,249,0
230,8,3,1
233,7,8,1
212,3,84,0
1,1,1,0
248,250,249,0
230,7,2,1
233,7,8,1
213,6,86,0
1,1,1,0
248,250,249,0
231,6,2,1
233,7,8,1
212,7,86,0
1,1,1,0
248,250,249,0
230,5,1,1
233,7,8,1
212,7,86,0
2,2,2,0
247,249,248,0
233,7,8,1
213,6,84,0
2,2,2,0
247,249,248,0
234,5,2,1
235,7,8,1
215,7,85,0
3,3,3,0
248,248,248,0
234,5,2,1
234,6,7,1
215,7,85,0
3,3,3,0
248,248,248,0
236,4,2,1
234,5,8,1
215,7,85,0
3,3,3,0
247,247,247,0
236,4,2,1
234,5,8,1
215,7,85,0
4,4,4,0
247,247,247,0
233,4,7,1
215,7,85,0
5,5,5,0
247,247,247,0
235,5,5,1
233,4,7,1
213,8,85,0
7,7,7,0
247,247,247,0
234,6,7,1
235,4,10,1
208,10,85,0
8,8,8,0
248,246,247,0
231,7,7,1
235,4,10,1
202,12,86,0
10,10,10,0
248,246,247,0
230,8,7,1
235,6,9,1
195,15,86,0
12,12,12,0
248,246,247,0
234,8,9,1
187,18,87,0
13,13,13,0
248,246,247,0
222,20,16,1
234,10,10,1
178,22,87,0
19,19,19,0
247,247,247,0
205,22,14,1
234,12,11,1
170,24,86,0
27,27,27,0
243,243,243,0
180,23,8,1
236,12,13,1
153,18,76,0
45,45,45,0
240,240,240,0
161,25,9,1
236,12,13,1
138,15,69,0
67,67,67,0
218,218,218,0
238,12,14,1
122,12,61,0
62,62,62,0
178,178,178,0
111,14,0,1
233,8,12,1
106,9,54,0
42,42,42,0
146,146,146,0
98,15,0,1
233,14,20,1
93,11,51,0
23,23,23,0
135,135,135,0
88,14,1,1
231,21,30,1
83,11,48,0
21,21,21,0
173,173,173,0
79,12,3,1
212,16,30,1
75,11,45,0
19,19,19,0
208,208,208,0
210,29,46,1
65,12,42,0
15,15,15,0
235,235,235,0
67,12,7,1
212,46,70,1
53,15,40,0
14,14,14,0
249,249,249,0
67,14,10,1
201,51,80,1
43,18,39,0
14,14,14,0
243,243,243,0
64,13,9,1
186,51,83,1
34,23,39,0
11,11,11,0
246,246,246,0
62,11,7,1
170,47,78,1
24,28,39,0
11,11,11,0
244,244,244,0
210,14,0,1
51,19,58,0
1,1,1,0
250,250,250,0
209,40,35,1
214,14,1,1
52,17,59,0
1,1,1,0
250,250,250,0
216,33,29,1
218,14,5,1
54,17,61,0
1,1,1,0
250,250,250,0
218,29,25,1
223,14,7,1
55,17,64,0
1,1,1,0
250,250,250,0
218,26,21,1
226,13,7,1
57,18,71,0
0,0,0,0
249,249,249,0
226,11,6,1
57,18,73,0
0,0,0,0
249,249,249,0
221,22,17,1
229,10,8,1
58,14,75,0
0,0,0,0
249,249,249,0
223,20,16,1
229,10,8,1
60,5,70,0
0,0,0,0
249,249,249,0
225,17,13,1
232,10,9,1
70,0,67,0
0,0,0,0
249,249,249,0
225,16,12,1
232,10,9,1
93,2,72,0
0,0,0,0
249,249,249,0
233,11,10,1
122,6,79,0
0,0,0,0
249,249,249,0
224,19,14,1
233,11,10,1
145,9,83,0
0,0,0,0
249,249,249,0
224,23,16,1
235,11,11,1
164,12,85,0
0,0,0,0
249,249,249,0
223,26,18,1
235,11,11,1
184,12,88,0
0,0,0,0
249,249,249,0
224,27,19,1
235,11,11,1
202,9,90,0
0,0,0,0
249,249,249,0
235,11,11,1
211,5,88,0
0,0,0,0
249,249,249,0
229,24,19,1
235,11,11,1
212,4,88,0
1,1,1,0
249,249,249,0
231,23,19,1
234,10,10,1
212,3,87,0
1,1,1,0
249,249,249,0
234,22,18,1
233,9,9,1
214,2,87,0
1,1,1,0
249,249,249,0
234,21,17,1
233,9,9,1
215,3,88,0
1,1,1,0
249,249,249,0
234,8,9,1
213,4,88,0
1,1,1,0
248,248,248,0
234,21,17,1
234,8,9,1
214,5,88,0
1,1,1,0
248,248,248,0
234,19,14,1
234,8,9,1
213,6,88,0
1,1,1,0
248,248,248,0
233,18,13,1
233,7,8,1
213,6,86,0
1,1,1,0
248,248,248,0
235,18,13,1
233,7,8,1
214,7,87,0
2,2,2,0
248,248,248,0
232,6,7,1
215,7,85,0
2,2,2,0
248,248,248,0
232,15,10,1
234,6,7,1
212,4,82,0
2,2,2,0
248,248,248,0
231,14,9,1
234,6,7,1
215,4,81,0
2,2,2,0
247,247,247,0
231,12,8,1
233,4,7,1
218,6,83,0
3,3,3,0
247,247,247,0
230,11,7,1
233,4,7,1
215,7,83,0
4,4,4,0
247,247,247,0
233,4,7,1
212,8,81,0
5,5,5,0
247,247,247,0
229,10,6,1
234,4,7,1
205,11,81,0
6,6,6,0
246,246,246,0
228,9,5,1
237,4,10,1
198,19,85,0
8,8,8,0
246,246,246,0
230,8,5,1
236,3,9,1
185,22,85,0
9,9,9,0
246,246,246,0
232,8,6,1
236,3,7,1
166,22,83,0
11,11,11,0
247,247,247,0
235,5,8,1
143,18,74,0
12,12,12,0
247,247,247,0
234,9,7,1
233,7,8,1
124,16,68,0
16,16,16,0
246,246,246,0
234,9,7,1
234,10,10,1
106,13,60,0
22,22,22,0
233,233,233,0
234,10,8,1
235,9,11,1
89,6,50,0
32,32,32,0
226,226,226,0
235,11,9,1
235,9,11,1
82,7,46,0
36,36,36,0
200,200,200,0
239,10,13,1
73,7,43,0
32,32,32,0
173,173,173,0
233,14,10,1
236,7,10,1
63,6,39,0
24,24,24,0
150,150,150,0
234,17,12,1
236,10,14,1
56,5,36,0
18,18,18,0
175,175,175,0
234,19,14,1
228,9,15,1
50,5,36,0
16,16,16,0
204,204,204,0
235,22,16,1
219,13,25,1
46,7,36,0
14,14,14,0
243,243,243,0
211,20,36,1
41,11,37,0
14,14,14,0
243,243,243,0
233,24,17,1
207,31,54,1
36,17,39,0
13,13,13,0
243,243,243,0
233,26,18,1
199,39,67,1
36,29,45,0
13,13,13,0
244,244,244,0
233,29,20,1
188,44,79,1
30,32,45,0
12,12,12,0
245,245,245,0
232,30,20,1
172,41,73,1
29,42,51,0
12,12,12,0
245,245,245,0
207,14,0,1
51,17,50,0
1,1,1,0
250,250,250,0
234,31,24,1
212,14,1,1
54,17,51,0
1,1,1,0
250,250,250,0
233,30,23,1
218,16,6,1
58,16,52,0
1,1,1,0
250,250,250,0
232,28,21,1
222,15,7,1
62,18,54,0
1,1,1,0
250,250,250,0
233,24,19,1
225,14,7,1
64,18,57,0
0,0,0,0
249,249,249,0
226,13,7,1
67,16,59,0
0,0,0,0
249,249,249,0
227,19,15,1
228,10,8,1
72,10,59,0
0,0,0,0
249,249,249,0
220,18,14,1
229,10,8,1
82,5,59,0
0,0,0,0
249,249,249,0
209,16,9,1
231,9,8,1
100,2,63,0
0,0,0,0
249,249,249,0
197,14,6,1
232,10,9,1
123,4,70,0
0,0,0,0
249,249,249,0
232,10,9,1
150,5,80,0
0,0,0,0
249,249,249,0
183,11,0,1
233,11,10,1
169,8,84,0
0,0,0,0
249,249,249,0
190,13,5,1
234,10,10,1
183,10,90,0
0,0,0,0
249,249,249,0
200,17,11,1
234,10,10,1
198,11,92,0
0,0,0,0
249,249,249,0
212,18,16,1
234,10,10,1
211,5,90,0
0,0,0,0
249,249,249,0
234,10,10,1
215,3,88,0
0,0,0,0
249,249,249,0
224,15,11,1
236,12,12,1
215,3,88,0
1,1,1,0
249,249,249,0
227,14,10,1
234,10,10,1
215,3,88,0
1,1,1,0
249,249,249,0
227,12,7,1
233,9,9,1
215,3,88,0
1,1,1,0
249,249,249,0
227,12,7,1
233,9,9,1
213,4,88,0
1,1,1,0
249,249,249,0
234,8,9,1
213,4,87,0
1,1,1,0
248,248,248,0
228,11,6,1
235,9,10,1
212,5,87,0
1,1,1,0
248,248,248,0
228,9,3,1
234,8,9,1
215,8,88,0
1,1,1,0
248,248,248,0
230,8,3,1
234,8,9,1
211,6,83,0
1,1,1,0
248,248,248,0
230,5,1,1
232,6,7,1
210,5,82,0
2,2,2,0
248,248,248,0
232,6,7,1
209,7,81,0
2,2,2,0
248,248,248,0
233,4,1,1
234,6,7,1
207,7,80,0
2,2,2,0
248,248,248,0
233,4,1,1
234,6,7,1
205,8,80,0
2,2,2,0
247,247,247,0
235,3,1,1
233,4,7,1
202,6,78,0
3,3,3,0
247,247,247,0
236,4,2,1
233,4,7,1
195,4,74,0
4,4,4,0
247,247,247,0
232,3,6,1
191,8,74,0
5,5,5,0
246,246,246,0
237,5,5,1
232,3,6,1
178,10,72,0
6,6,6,0
246,246,246,0
234,4,6,1
235,4,12,1
167,13,73,0
7,7,7,0
246,246,246,0
233,5,6,1
234,3,9,1
151,16,74,0
9,9,9,0
246,246,246,0
231,5,6,1
234,3,9,1
130,17,71,0
10,10,10,0
247,247,247,0
234,4,7,1
106,14,63,0
11,11,11,0
247,247,247,0
220,15,12,1
234,6,7,1
86,10,56,0
12,12,12,0
247,247,247,0
206,19,12,1
233,7,8,1
70,9,50,0
15,15,15,0
231,231,231,0
185,23,12,1
234,8,10,1
60,8,44,0
20,20,20,0
214,214,214,0
168,31,15,1
237,8,11,1
54,11,41,0
22,22,22,0
189,189,189,0
242,9,12,1
49,10,39,0
20,20,20,0
179,179,179,0
112,17,0,1
242,9,12,1
44,11,38,0
15,15,15,0
182,182,182,0
95,13,0,1
243,10,13,1
41,11,37,0
12,12,12,0
214,214,214,0
83,11,0,1
232,5,12,1
36,10,37,0
11,11,11,0
238,238,238,0
75,11,2,1
230,16,26,1
35,12,40,0
11,11,11,0
243,243,243,0
220,19,37,1
31,15,41,0
10,10,10,0
243,243,243,0
67,12,9,1
211,25,49,1
27,19,40,0
10,10,10,0
243,243,243,0
66,12,10,1
203,34,63,1
29,31,46,0
10,10,10,0
244,244,244,0
65,11,9,1
194,44,79,1
27,35,48,0
9,9,9,0
244,244,244,0
65,11,9,1
178,43,75,1
28,42,53,0
9,9,9,0
244,244,244,0
207,15,0,1
47,16,47,0
1,1,1,0
250,250,250,0
205,51,49,1
212,16,2,1
52,15,48,0
1,1,1,0
250,250,250,0
210,41,38,1
217,17,4,1
57,13,48,0
1,1,1,0
250,250,250,0
214,35,31,1
220,16,5,1
61,9,48,0
1,1,1,0
250,250,250,0
211,29,25,1
223,14,7,1
66,8,49,0
0,0,0,0
249,249,249,0
226,13,7,1
74,5,52,0
0,0,0,0
249,249,249,0
218,23,21,1
229,11,9,1
91,7,59,0
0,0,0,0
249,249,249,0
225,23,21,1
229,11,9,1
109,5,66,0
0,0,0,0
249,249,249,0
228,20,18,1
229,10,8,1
131,6,72,0
0,0,0,0
249,249,249,0
226,16,15,1
230,11,9,1
154,8,79,0
0,0,0,0
249,249,249,0
232,10,9,1
174,7,85,0
0,0,0,0
249,249,249,0
227,19,15,1
232,10,9,1
190,9,88,0
0,0,0,0
249,249,249,0
225,24,17,1
233,9,9,1
199,10,92,0
0,0,0,0
249,249,249,0
224,25,18,1
233,9,9,1
208,9,90,0
0,0,0,0
249,249,249,0
225,28,20,1
233,9,9,1
212,3,86,0
0,0,0,0
249,249,249,0
233,9,9,1
215,2,86,0
0,0,0,0
249,249,249,0
228,27,20,1
235,11,11,1
216,3,87,0
1,1,1,0
249,249,249,0
229,26,20,1
234,10,10,1
215,3,87,0
1,1,1,0
249,249,249,0
232,23,18,1
234,10,10,1
215,3,87,0
1,1,1,0
249,249,249,0
232,20,16,1
234,10,10,1
213,4,85,0
1,1,1,0
249,249,249,0
234,10,10,1
213,5,83,0
1,1,1,0
248,248,248,0
234,21,17,1
234,10,10,1
212,5,83,0
1,1,1,0
248,248,248,0
234,21,15,1
235,9,10,1
212,7,82,0
1,1,1,0
248,248,248,0
233,20,14,1
234,8,9,1
209,9,81,0
1,1,1,0
248,248,248,0
233,18,13,1
233,7,8,1
205,11,81,0
2,2,2,0
248,248,248,0
233,7,8,1
199,12,80,0
2,2,2,0
248,248,248,0
233,15,13,1
234,6,7,1
188,12,77,0
2,2,2,0
248,248,248,0
232,15,10,1
234,6,7,1
181,13,75,0
2,2,2,0
247,247,247,0
233,14,10,1
234,5,8,1
177,14,77,0
3,3,3,0
247,247,247,0
232,13,9,1
233,4,7,1
169,15,77,0
4,4,4,0
247,247,247,0
233,4,7,1
161,16,75,0
5,5,5,0
246,246,246,0
228,11,6,1
233,4,7,1
145,12,69,0
6,6,6,0
246,246,246,0
226,9,4,1
231,4,11,1
128,6,65,0
7,7,7,0
246,246,246,0
227,8,4,1
231,5,9,1
110,5,62,0
8,8,8,0
246,246,246,0
232,8,6,1
231,5,9,1
92,5,58,0
9,9,9,0
246,246,246,0
234,5,8,1
75,5,55,0
10,10,10,0
247,247,247,0
232,8,6,1
232,6,8,1
64,7,50,0
11,11,11,0
246,246,246,0
232,8,6,1
233,7,9,1
56,10,47,0
11,11,11,0
233,233,233,0
233,9,7,1
236,7,12,1
44,5,36,0
11,11,11,0
219,219,219,0
233,11,8,1
238,8,11,1
39,6,33,0
12,12,12,0
197,197,197,0
241,7,10,1
37,9,34,0
12,12,12,0
200,200,200,0
234,15,11,1
243,7,11,1
34,12,35,0
10,10,10,0
215,215,215,0
235,18,13,1
244,8,12,1
33,13,38,0
9,9,9,0
242,242,242,0
234,19,14,1
236,5,11,1
29,13,39,0
9,9,9,0
252,252,252,0
233,20,14,1
233,13,23,1
28,16,40,0
9,9,9,0
243,243,243,0
227,18,37,1
27,17,41,0
9,9,9,0
243,243,243,0
231,22,15,1
215,21,47,1
26,21,43,0
9,9,9,0
243,243,243,0
232,25,17,1
210,32,64,1
30,29,47,0
9,9,9,0
244,244,244,0
231,27,18,1
201,50,85,1
30,36,52,0
8,8,8,0
244,244,244,0
229,27,17,1
186,48,81,1
32,41,56,0
8,8,8,0
244,244,244,0
207,15,2,1
49,16,47,0
1,1,1,0
250,250,250,0
235,32,25,1
213,15,2,1
57,13,48,0
1,1,1,0
250,250,250,0
234,31,24,1
217,17,4,1
62,7,46,0
1,1,1,0
250,250,250,0
233,29,22,1
220,16,5,1
67,2,44,0
1,1,1,0
250,250,250,0
233,26,20,1
223,14,7,1
76,0,45,0
0,0,0,0
249,249,249,0
225,14,7,1
90,0,50,0
0,0,0,0
249,249,249,0
227,19,15,1
227,12,9,1
116,7,65,0
0,0,0,0
249,249,249,0
220,18,14,1
230,12,10,1
137,8,73,0
0,0,0,0
249,249,249,0
206,14,9,1
230,11,9,1
161,9,82,0
0,0,0,0
249,249,249,0
192,11,4,1
230,11,9,1
178,10,87,0
0,0,0,0
249,249,249,0
232,10,9,1
193,7,88,0
0,0,0,0
249,249,249,0
170,3,0,1
232,10,9,1
204,7,89,0
0,0,0,0
249,249,249,0
176,7,0,1
233,9,9,1
210,7,89,0
0,0,0,0
249,249,249,0
191,13,9,1
232,8,8,1
212,5,87,0
0,0,0,0
249,249,249,0
207,19,18,1
232,8,8,1
216,3,85,0
0,0,0,0
249,249,249,0
231,7,7,1
218,2,85,0
0,0,0,0
249,249,249,0
220,17,11,1
233,9,9,1
215,2,84,0
1,1,1,0
249,249,249,0
223,16,8,1
234,10,10,1
214,3,84,0
1,1,1,0
249,249,249,0
225,14,7,1
235,11,11,1
212,3,84,0
1,1,1,0
249,249,249,0
225,12,6,1
235,11,11,1
211,6,83,0
1,1,1,0
249,249,249,0
234,10,10,1
209,7,81,0
1,1,1,0
248,248,248,0
227,10,3,1
233,9,9,1
206,9,80,0
1,1,1,0
248,248,248,0
228,9,3,1
234,8,9,1
205,12,79,0
1,1,1,0
248,248,248,0
229,8,0,1
235,9,10,1
199,13,78,0
1,1,1,0
248,248,248,0
229,6,1,1
233,7,8,1
193,17,79,0
2,2,2,0
248,248,248,0
233,7,8,1
182,18,78,0
2,2,2,0
248,248,248,0
232,4,1,1
235,7,8,1
167,15,74,0
2,2,2,0
248,248,248,0
233,4,1,1
234,6,7,1
155,16,75,0
2,2,2,0
247,247,247,0
233,4,1,1
234,6,7,1
149,20,77,0
3,3,3,0
247,247,247,0
235,3,1,1
234,6,7,1
142,23,81,0
4,4,4,0
247,247,247,0
233,4,7,1
123,15,73,0
5,5,5,0
246,246,246,0
237,5,5,1
231,5,7,1
108,10,69,0
5,5,5,0
246,246,246,0
235,5,5,1
229,4,8,1
91,3,64,0
6,6,6,0
246,246,246,0
234,6,7,1
230,5,9,1
78,2,64,0
7,7,7,0
246,246,246,0
233,5,6,1
232,6,8,1
64,3,62,0
8,8,8,0
246,246,246,0
233,7,9,1
58,10,62,0
8,8,8,0
246,246,246,0
222,10,7,1
233,7,9,1
52,13,58,0
10,10,10,0
243,243,243,0
209,14,10,1
235,6,11,1
49,17,54,0
9,9,9,0
240,240,240,0
195,21,14,1
236,7,12,1
31,6,36,0
9,9,9,0
237,237,237,0
183,31,20,1
240,7,13,1
28,8,33,0
10,10,10,0
225,225,225,0
243,6,12,1
28,10,34,0
11,11,11,0
227,227,227,0
120,12,0,1
245,6,11,1
26,12,35,0
10,10,10,0
235,235,235,0
99,7,0,1
246,7,12,1
25,15,39,0
9,9,9,0
245,245,245,0
84,6,0,1
241,8,14,1
22,17,39,0
9,9,9,0
244,244,244,0
77,9,0,1
232,8,19,1
22,19,40,0
9,9,9,0
244,244,244,0
231,16,34,1
22,20,41,0
9,9,9,0
243,243,243,0
70,13,6,1
220,16,41,1
26,23,44,0
9,9,9,0
244,244,244,0
67,12,9,1
213,28,59,1
29,27,48,0
9,9,9,0
244,244,244,0
65,9,8,1
208,53,87,1
32,33,51,0
9,9,9,0
245,245,245,0
64,10,10,1
191,52,85,1
31,37,53,0
9,9,9,0
244,244,244,0
213,15,4,1
54,14,48,0
1,1,1,0
250,250,250,0
211,78,81,1
216,15,5,1
65,10,49,0
1,1,1,0
250,250,250,0
203,50,53,1
218,16,6,1
73,5,46,0
1,1,1,0
250,250,250,0
203,39,40,1
220,16,7,1
84,1,47,0
1,1,1,0
250,250,250,0
208,38,39,1
224,15,8,1
101,1,53,0
0,0,0,0
249,249,249,0
226,15,8,1
121,3,63,0
0,0,0,0
249,249,249,0
217,29,30,1
228,13,8,1
144,8,74,0
0,0,0,0
249,249,249,0
220,24,26,1
229,12,7,1
164,8,79,0
0,0,0,0
249,249,249,0
226,24,24,1
231,12,8,1
184,9,86,0
0,0,0,0
249,249,249,0
223,17,17,1
230,11,7,1
196,7,87,0
0,0,0,0
249,249,249,0
232,10,7,1
206,4,86,0
0,0,0,0
249,249,249,0
227,22,17,1
231,9,6,1
213,4,87,0
0,0,0,0
249,249,249,0
228,25,18,1
231,7,5,1
215,4,85,0
0,0,0,0
249,249,249,0
228,30,21,1
231,7,5,1
217,1,84,0
0,0,0,0
249,249,249,0
227,33,24,1
232,7,5,1
221,4,85,0
0,0,0,0
249,249,249,0
232,7,5,1
220,3,84,0
0,0,0,0
249,249,249,0
227,36,26,1
232,8,8,1
215,2,84,0
1,1,1,0
249,249,249,0
228,34,24,1
233,9,9,1
212,3,84,0
1,1,1,0
249,249,249,0
227,25,15,1
235,11,11,1
210,5,82,0
1,1,1,0
249,249,249,0
229,22,14,1
236,12,12,1
206,8,83,0
1,1,1,0
249,249,249,0
236,12,12,1
203,12,81,0
1,1,1,0
248,248,248,0
228,19,12,1
236,12,12,1
199,15,79,0
1,1,1,0
248,248,248,0
229,20,15,1
236,10,11,1
194,19,78,0
1,1,1,0
248,248,248,0
228,21,15,1
235,9,10,1
182,17,73,0
1,1,1,0
248,248,248,0
229,20,15,1
234,9,7,1
170,17,73,0
2,2,2,0
248,248,248,0
234,9,7,1
155,18,72,0
2,2,2,0
248,248,248,0
235,17,16,1
234,9,7,1
138,17,71,0
2,2,2,0
248,248,248,0
236,17,15,1
234,9,7,1
123,16,72,0
2,2,2,0
247,247,247,0
236,17,15,1
233,8,6,1
111,16,74,0
3,3,3,0
247,247,247,0
233,15,13,1
232,7,5,1
99,15,77,0
4,4,4,0
246,246,246,0
231,5,6,1
76,6,69,0
4,4,4,0
246,246,246,0
226,11,6,1
230,4,5,1
67,6,75,0
5,5,5,0
246,246,246,0
225,11,3,1
231,5,6,1
58,5,77,0
5,5,5,0
246,246,246,0
226,9,2,1
231,5,6,1
56,10,82,0
6,6,6,0
246,246,246,0
227,8,4,1
233,4,7,1
46,9,79,0
7,7,7,0
246,246,246,0
233,4,7,1
49,21,82,0
7,7,7,0
246,246,246,0
229,7,4,1
234,5,10,1
46,23,75,0
7,7,7,0
244,244,244,0
230,8,5,1
234,5,10,1
39,23,62,0
8,8,8,0
243,243,243,0
232,10,7,1
238,5,11,1
24,11,41,0
8,8,8,0
246,246,246,0
231,12,8,1
239,4,11,1
21,11,36,0
9,9,9,0
244,244,244,0
243,4,10,1
20,12,35,0
9,9,9,0
243,243,243,0
233,14,10,1
243,4,10,1
19,14,36,0
9,9,9,0
243,243,243,0
234,15,11,1
243,3,12,1
19,17,38,0
8,8,8,0
246,246,246,0
234,17,12,1
240,6,15,1
17,20,39,0
8,8,8,0
244,244,244,0
232,17,12,1
235,9,23,1
16,22,38,0
8,8,8,0
244,244,244,0
230,12,29,1
17,23,39,0
8,8,8,0
244,244,244,0
230,21,14,1
226,14,36,1
25,23,44,0
9,9,9,0
245,245,245,0
232,25,17,1
213,20,49,1
26,23,44,0
9,9,9,0
245,245,245,0
231,27,18,1
215,51,88,1
29,28,46,0
9,9,9,0
245,245,245,0
231,29,19,1
201,55,91,1
28,29,47,0
9,9,9,0
245,245,245,0
218,16,6,1
61,9,47,0
1,1,1,0
250,250,250,0
235,32,25,1
219,17,7,1
73,5,46,0
1,1,1,0
250,250,250,0
235,32,25,1
222,18,9,1
89,0,48,0
1,1,1,0
250,250,250,0
233,29,20,1
225,18,10,1
107,0,52,0
1,1,1,0
250,250,250,0
232,25,17,1
225,16,9,1
130,4,65,0
0,0,0,0
249,249,249,0
227,16,9,1
152,9,73,0
0,0,0,0
249,249,249,0
230,21,16,1
228,15,9,1
168,8,80,0
0,0,0,0
249,249,249,0
222,19,13,1
229,14,9,1
184,8,83,0
0,0,0,0
249,249,249,0
207,14,9,1
230,11,7,1
198,7,87,0
0,0,0,0
249,249,249,0
188,9,4,1
230,11,7,1
207,4,86,0
0,0,0,0
249,249,249,0
231,9,6,1
212,3,86,0
0,0,0,0
249,249,249,0
160,0,0,1
230,8,5,1
216,3,85,0
0,0,0,0
249,249,249,0
168,5,0,1
231,7,5,1
219,3,84,0
0,0,0,0
249,249,249,0
183,13,13,1
230,6,4,1
218,2,83,0
0,0,0,0
249,249,249,0
197,17,20,1
231,6,4,1
216,3,83,0
0,0,0,0
249,249,249,0
230,5,3,1
213,4,85,0
0,0,0,0
249,249,249,0
216,22,13,1
230,6,6,1
211,6,85,0
1,1,1,0
249,249,249,0
219,19,6,1
231,7,7,1
207,9,86,0
1,1,1,0
249,249,249,0
220,16,5,1
234,10,10,1
203,13,87,0
1,1,1,0
249,249,249,0
224,13,4,1
236,12,12,1
197,16,85,0
1,1,1,0
249,249,249,0
236,12,12,1
189,19,82,0
1,1,1,0
248,248,248,0
232,11,3,1
236,12,12,1
181,22,78,0
1,1,1,0
248,248,248,0
231,10,2,1
236,10,11,1
168,20,72,0
1,1,1,0
248,248,248,0
230,9,0,1
235,9,10,1
154,21,68,0
1,1,1,0
248,248,248,0
230,7,0,1
235,10,8,1
140,20,68,0
2,2,2,0
248,248,248,0
235,10,8,1
